Month,Borough,Major Category,Minor Category,Count
201608,Hounslow,Violence Against The Person,Wounding/GBH,54
201608,Islington,Burglary,Burglary In A Dwelling,92
201608,Islington,Burglary,Burglary In Other Buildings,72
201608,Islington,Criminal Damage,Criminal Damage To Dwelling,49
201608,Islington,Criminal Damage,Criminal Damage To Motor Vehicle,50
201608,Islington,Criminal Damage,Criminal Damage To Other Building,18
201608,Islington,Criminal Damage,Other Criminal Damage,54
201608,Islington,Drugs,Drug Trafficking,7
201608,Islington,Drugs,Other Drugs,2
201608,Islington,Drugs,Possession Of Drugs,157
201608,Islington,Fraud & Forgery,Other Fraud & Forgery,5
201608,Islington,Other Notifiable Offences,Other Notifiable,49
201608,Islington,Robbery,Business Property,9
201608,Islington,Robbery,Personal Property,60
201608,Islington,Sexual Offences,Other Sexual,30
201608,Islington,Sexual Offences,Rape,14
201608,Islington,Theft & Handling,Handling Stolen Goods,5
201608,Islington,Theft & Handling,Motor Vehicle Interference & Tampering,22
201608,Islington,Theft & Handling,Other Theft,326
201608,Islington,Theft & Handling,Theft From Motor Vehicle,97
201608,Islington,Theft & Handling,Theft From Shops,128
201608,Islington,Theft & Handling,Theft Person,236
201608,Islington,Theft & Handling,Theft/Taking Of Motor Vehicle,52
201608,Islington,Theft & Handling,Theft/Taking Of Pedal Cycle,84
201608,Islington,Violence Against The Person,Assault With Injury,126
201608,Islington,Violence Against The Person,Common Assault,138
201608,Islington,Violence Against The Person,Harassment,268
201608,Islington,Violence Against The Person,Murder,1
201608,Islington,Violence Against The Person,Offensive Weapon,28
201608,Islington,Violence Against The Person,Other Violence,18
201608,Islington,Violence Against The Person,Wounding/GBH,70
201608,Kensington and Chelsea,Burglary,Burglary In A Dwelling,84
201608,Kensington and Chelsea,Burglary,Burglary In Other Buildings,40
201608,Kensington and Chelsea,Criminal Damage,Criminal Damage To Dwelling,21
201608,Kensington and Chelsea,Criminal Damage,Criminal Damage To Motor Vehicle,40
201608,Kensington and Chelsea,Criminal Damage,Criminal Damage To Other Building,13
201608,Kensington and Chelsea,Criminal Damage,Other Criminal Damage,18
201608,Kensington and Chelsea,Drugs,Drug Trafficking,9
201608,Kensington and Chelsea,Drugs,Possession Of Drugs,386
201608,Kensington and Chelsea,Fraud & Forgery,Other Fraud & Forgery,2
201608,Kensington and Chelsea,Other Notifiable Offences,Going Equipped,2
201608,Kensington and Chelsea,Other Notifiable Offences,Other Notifiable,36
201608,Kensington and Chelsea,Robbery,Business Property,3
201608,Kensington and Chelsea,Robbery,Personal Property,68
201608,Kensington and Chelsea,Sexual Offences,Other Sexual,22
201608,Kensington and Chelsea,Sexual Offences,Rape,17
201608,Kensington and Chelsea,Theft & Handling,Handling Stolen Goods,3
201608,Kensington and Chelsea,Theft & Handling,Motor Vehicle Interference & Tampering,34
201608,Kensington and Chelsea,Theft & Handling,Other Theft,376
201608,Kensington and Chelsea,Theft & Handling,Theft From Motor Vehicle,187
201608,Kensington and Chelsea,Theft & Handling,Theft From Shops,126
201608,Kensington and Chelsea,Theft & Handling,Theft Person,245
201608,Kensington and Chelsea,Theft & Handling,Theft/Taking Of Motor Vehicle,82
201608,Kensington and Chelsea,Theft & Handling,Theft/Taking Of Pedal Cycle,49
201608,Kensington and Chelsea,Violence Against The Person,Assault With Injury,128
201608,Kensington and Chelsea,Violence Against The Person,Common Assault,124
201608,Kensington and Chelsea,Violence Against The Person,Harassment,185
201608,Kensington and Chelsea,Violence Against The Person,Offensive Weapon,58
201608,Kensington and Chelsea,Violence Against The Person,Other Violence,49
201608,Kensington and Chelsea,Violence Against The Person,Wounding/GBH,95
201608,Kingston upon Thames,Burglary,Burglary In A Dwelling,36
201608,Kingston upon Thames,Burglary,Burglary In Other Buildings,22
201608,Kingston upon Thames,Criminal Damage,Criminal Damage To Dwelling,24
201608,Kingston upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,38
201608,Kingston upon Thames,Criminal Damage,Criminal Damage To Other Building,11
201608,Kingston upon Thames,Criminal Damage,Other Criminal Damage,21
201608,Kingston upon Thames,Drugs,Drug Trafficking,4
201608,Kingston upon Thames,Drugs,Possession Of Drugs,59
201608,Kingston upon Thames,Fraud & Forgery,Other Fraud & Forgery,2
201608,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,11
201608,Kingston upon Thames,Robbery,Personal Property,11
201608,Kingston upon Thames,Sexual Offences,Other Sexual,15
201608,Kingston upon Thames,Sexual Offences,Rape,3
201608,Kingston upon Thames,Theft & Handling,Handling Stolen Goods,2
201608,Kingston upon Thames,Theft & Handling,Motor Vehicle Interference & Tampering,11
201608,Kingston upon Thames,Theft & Handling,Other Theft,93
201608,Kingston upon Thames,Theft & Handling,Theft From Motor Vehicle,33
201608,Kingston upon Thames,Theft & Handling,Theft From Shops,71
201608,Kingston upon Thames,Theft & Handling,Theft Person,23
201608,Kingston upon Thames,Theft & Handling,Theft/Taking Of Motor Vehicle,27
201608,Kingston upon Thames,Theft & Handling,Theft/Taking Of Pedal Cycle,25
201608,Kingston upon Thames,Violence Against The Person,Assault With Injury,81
201608,Kingston upon Thames,Violence Against The Person,Common Assault,58
201608,Kingston upon Thames,Violence Against The Person,Harassment,98
201608,Kingston upon Thames,Violence Against The Person,Offensive Weapon,1
201608,Kingston upon Thames,Violence Against The Person,Other Violence,9
201608,Kingston upon Thames,Violence Against The Person,Wounding/GBH,31
201608,Lambeth,Burglary,Burglary In A Dwelling,183
201608,Lambeth,Burglary,Burglary In Other Buildings,96
201608,Lambeth,Criminal Damage,Criminal Damage To Dwelling,55
201608,Lambeth,Criminal Damage,Criminal Damage To Motor Vehicle,81
201608,Lambeth,Criminal Damage,Criminal Damage To Other Building,21
201608,Lambeth,Criminal Damage,Other Criminal Damage,78
201608,Lambeth,Drugs,Drug Trafficking,22
201608,Lambeth,Drugs,Other Drugs,3
201608,Lambeth,Drugs,Possession Of Drugs,233
201608,Lambeth,Fraud & Forgery,Other Fraud & Forgery,3
201608,Lambeth,Other Notifiable Offences,Going Equipped,7
201608,Lambeth,Other Notifiable Offences,Other Notifiable,57
201608,Lambeth,Robbery,Business Property,8
201608,Lambeth,Robbery,Personal Property,88
201608,Lambeth,Sexual Offences,Other Sexual,48
201608,Lambeth,Sexual Offences,Rape,34
201608,Lambeth,Theft & Handling,Handling Stolen Goods,9
201608,Lambeth,Theft & Handling,Motor Vehicle Interference & Tampering,33
201608,Lambeth,Theft & Handling,Other Theft,444
201608,Lambeth,Theft & Handling,Theft From Motor Vehicle,151
201608,Lambeth,Theft & Handling,Theft From Shops,137
201608,Lambeth,Theft & Handling,Theft Person,193
201608,Lambeth,Theft & Handling,Theft/Taking Of Motor Vehicle,106
201608,Lambeth,Theft & Handling,Theft/Taking Of Pedal Cycle,93
201608,Lambeth,Violence Against The Person,Assault With Injury,214
201608,Lambeth,Violence Against The Person,Common Assault,258
201608,Lambeth,Violence Against The Person,Harassment,281
201608,Lambeth,Violence Against The Person,Offensive Weapon,39
201608,Lambeth,Violence Against The Person,Other Violence,44
201608,Lambeth,Violence Against The Person,Wounding/GBH,119
201608,Lewisham,Burglary,Burglary In A Dwelling,127
201608,Lewisham,Burglary,Burglary In Other Buildings,58
201608,Lewisham,Criminal Damage,Criminal Damage To Dwelling,40
201608,Lewisham,Criminal Damage,Criminal Damage To Motor Vehicle,76
201608,Lewisham,Criminal Damage,Criminal Damage To Other Building,20
201608,Lewisham,Criminal Damage,Other Criminal Damage,53
201608,Lewisham,Drugs,Drug Trafficking,14
201608,Lewisham,Drugs,Other Drugs,2
201608,Lewisham,Drugs,Possession Of Drugs,106
201608,Lewisham,Other Notifiable Offences,Other Notifiable,37
201608,Lewisham,Robbery,Business Property,8
201608,Lewisham,Robbery,Personal Property,68
201608,Lewisham,Sexual Offences,Other Sexual,36
201608,Lewisham,Sexual Offences,Rape,23
201608,Lewisham,Theft & Handling,Handling Stolen Goods,5
201608,Lewisham,Theft & Handling,Motor Vehicle Interference & Tampering,19
201608,Lewisham,Theft & Handling,Other Theft,283
201608,Lewisham,Theft & Handling,Theft From Motor Vehicle,115
201608,Lewisham,Theft & Handling,Theft From Shops,129
201608,Lewisham,Theft & Handling,Theft Person,39
201608,Lewisham,Theft & Handling,Theft/Taking Of Motor Vehicle,60
201608,Lewisham,Theft & Handling,Theft/Taking Of Pedal Cycle,35
201608,Lewisham,Violence Against The Person,Assault With Injury,185
201608,Lewisham,Violence Against The Person,Common Assault,171
201608,Lewisham,Violence Against The Person,Harassment,212
201608,Lewisham,Violence Against The Person,Murder,3
201608,Lewisham,Violence Against The Person,Offensive Weapon,26
201608,Lewisham,Violence Against The Person,Other Violence,29
201608,Lewisham,Violence Against The Person,Wounding/GBH,93
201608,Merton,Burglary,Burglary In A Dwelling,78
201608,Merton,Burglary,Burglary In Other Buildings,39
201608,Merton,Criminal Damage,Criminal Damage To Dwelling,24
201608,Merton,Criminal Damage,Criminal Damage To Motor Vehicle,59
201608,Merton,Criminal Damage,Criminal Damage To Other Building,7
201608,Merton,Criminal Damage,Other Criminal Damage,35
201608,Merton,Drugs,Drug Trafficking,7
201608,Merton,Drugs,Other Drugs,1
201608,Merton,Drugs,Possession Of Drugs,41
201608,Merton,Fraud & Forgery,Other Fraud & Forgery,1
201608,Merton,Other Notifiable Offences,Going Equipped,1
201608,Merton,Other Notifiable Offences,Other Notifiable,21
201608,Merton,Robbery,Business Property,5
201608,Merton,Robbery,Personal Property,22
201608,Merton,Sexual Offences,Other Sexual,16
201608,Merton,Sexual Offences,Rape,5
201608,Merton,Theft & Handling,Handling Stolen Goods,3
201608,Merton,Theft & Handling,Motor Vehicle Interference & Tampering,20
201608,Merton,Theft & Handling,Other Theft,134
201608,Merton,Theft & Handling,Theft From Motor Vehicle,88
201608,Merton,Theft & Handling,Theft From Shops,99
201608,Merton,Theft & Handling,Theft Person,22
201608,Merton,Theft & Handling,Theft/Taking Of Motor Vehicle,50
201608,Merton,Theft & Handling,Theft/Taking Of Pedal Cycle,29
201608,Merton,Violence Against The Person,Assault With Injury,91
201608,Merton,Violence Against The Person,Common Assault,81
201608,Merton,Violence Against The Person,Harassment,118
201608,Merton,Violence Against The Person,Offensive Weapon,11
201608,Merton,Violence Against The Person,Other Violence,23
201608,Merton,Violence Against The Person,Wounding/GBH,24
201608,Newham,Burglary,Burglary In A Dwelling,92
201608,Newham,Burglary,Burglary In Other Buildings,61
201608,Newham,Criminal Damage,Criminal Damage To Dwelling,36
201608,Newham,Criminal Damage,Criminal Damage To Motor Vehicle,79
201608,Newham,Criminal Damage,Criminal Damage To Other Building,24
201608,Newham,Criminal Damage,Other Criminal Damage,46
201608,Newham,Drugs,Drug Trafficking,11
201608,Newham,Drugs,Possession Of Drugs,143
201608,Newham,Fraud & Forgery,Other Fraud & Forgery,5
201608,Newham,Other Notifiable Offences,Going Equipped,2
201608,Newham,Other Notifiable Offences,Other Notifiable,60
201608,Newham,Robbery,Business Property,5
201608,Newham,Robbery,Personal Property,101
201608,Newham,Sexual Offences,Other Sexual,30
201608,Newham,Sexual Offences,Rape,36
201608,Newham,Theft & Handling,Handling Stolen Goods,7
201608,Newham,Theft & Handling,Motor Vehicle Interference & Tampering,33
201608,Newham,Theft & Handling,Other Theft,347
201608,Newham,Theft & Handling,Theft From Motor Vehicle,232
201608,Newham,Theft & Handling,Theft From Shops,180
201608,Newham,Theft & Handling,Theft Person,106
201608,Newham,Theft & Handling,Theft/Taking Of Motor Vehicle,94
201608,Newham,Theft & Handling,Theft/Taking Of Pedal Cycle,66
201608,Newham,Violence Against The Person,Assault With Injury,188
201608,Newham,Violence Against The Person,Common Assault,206
201608,Newham,Violence Against The Person,Harassment,257
201608,Newham,Violence Against The Person,Offensive Weapon,16
201608,Newham,Violence Against The Person,Other Violence,42
201608,Newham,Violence Against The Person,Wounding/GBH,103
201608,Redbridge,Burglary,Burglary In A Dwelling,111
201608,Redbridge,Burglary,Burglary In Other Buildings,35
201608,Redbridge,Criminal Damage,Criminal Damage To Dwelling,16
201608,Redbridge,Criminal Damage,Criminal Damage To Motor Vehicle,73
201608,Redbridge,Criminal Damage,Criminal Damage To Other Building,12
201608,Redbridge,Criminal Damage,Other Criminal Damage,40
201608,Redbridge,Drugs,Drug Trafficking,6
201608,Redbridge,Drugs,Possession Of Drugs,57
201608,Redbridge,Fraud & Forgery,Other Fraud & Forgery,1
201608,Redbridge,Other Notifiable Offences,Other Notifiable,31
201608,Redbridge,Robbery,Business Property,3
201608,Redbridge,Robbery,Personal Property,62
201608,Redbridge,Sexual Offences,Other Sexual,26
201608,Redbridge,Sexual Offences,Rape,18
201608,Redbridge,Theft & Handling,Handling Stolen Goods,2
201608,Redbridge,Theft & Handling,Motor Vehicle Interference & Tampering,32
201608,Redbridge,Theft & Handling,Other Theft,217
201608,Redbridge,Theft & Handling,Theft From Motor Vehicle,213
201608,Redbridge,Theft & Handling,Theft From Shops,81
201608,Redbridge,Theft & Handling,Theft Person,36
201608,Redbridge,Theft & Handling,Theft/Taking Of Motor Vehicle,79
201608,Redbridge,Theft & Handling,Theft/Taking Of Pedal Cycle,17
201608,Redbridge,Violence Against The Person,Assault With Injury,135
201608,Redbridge,Violence Against The Person,Common Assault,155
201608,Redbridge,Violence Against The Person,Harassment,200
201608,Redbridge,Violence Against The Person,Offensive Weapon,7
201608,Redbridge,Violence Against The Person,Other Violence,37
201608,Redbridge,Violence Against The Person,Wounding/GBH,52
201608,Richmond upon Thames,Burglary,Burglary In A Dwelling,49
201608,Richmond upon Thames,Burglary,Burglary In Other Buildings,51
201608,Richmond upon Thames,Criminal Damage,Criminal Damage To Dwelling,18
201608,Richmond upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,41
201608,Richmond upon Thames,Criminal Damage,Criminal Damage To Other Building,8
201608,Richmond upon Thames,Criminal Damage,Other Criminal Damage,18
201608,Richmond upon Thames,Drugs,Drug Trafficking,3
201608,Richmond upon Thames,Drugs,Possession Of Drugs,40
201608,Richmond upon Thames,Fraud & Forgery,Other Fraud & Forgery,2
201608,Richmond upon Thames,Other Notifiable Offences,Going Equipped,2
201608,Richmond upon Thames,Other Notifiable Offences,Other Notifiable,8
201608,Richmond upon Thames,Robbery,Personal Property,7
201608,Richmond upon Thames,Sexual Offences,Other Sexual,8
201608,Richmond upon Thames,Sexual Offences,Rape,3
201608,Richmond upon Thames,Theft & Handling,Handling Stolen Goods,1
201608,Richmond upon Thames,Theft & Handling,Motor Vehicle Interference & Tampering,34
201608,Richmond upon Thames,Theft & Handling,Other Theft,104
201608,Richmond upon Thames,Theft & Handling,Theft From Motor Vehicle,124
201608,Richmond upon Thames,Theft & Handling,Theft From Shops,54
201608,Richmond upon Thames,Theft & Handling,Theft Person,14
201608,Richmond upon Thames,Theft & Handling,Theft/Taking Of Motor Vehicle,40
201608,Richmond upon Thames,Theft & Handling,Theft/Taking Of Pedal Cycle,86
201608,Richmond upon Thames,Violence Against The Person,Assault With Injury,61
201608,Richmond upon Thames,Violence Against The Person,Common Assault,60
201608,Richmond upon Thames,Violence Against The Person,Harassment,111
201608,Richmond upon Thames,Violence Against The Person,Offensive Weapon,3
201608,Richmond upon Thames,Violence Against The Person,Other Violence,9
201608,Richmond upon Thames,Violence Against The Person,Wounding/GBH,17
201608,Southwark,Burglary,Burglary In A Dwelling,124
201608,Southwark,Burglary,Burglary In Other Buildings,128
201608,Southwark,Criminal Damage,Criminal Damage To Dwelling,73
201608,Southwark,Criminal Damage,Criminal Damage To Motor Vehicle,76
201608,Southwark,Criminal Damage,Criminal Damage To Other Building,23
201608,Southwark,Criminal Damage,Other Criminal Damage,85
201608,Southwark,Drugs,Drug Trafficking,9
201608,Southwark,Drugs,Other Drugs,1
201608,Southwark,Drugs,Possession Of Drugs,147
201608,Southwark,Fraud & Forgery,Other Fraud & Forgery,2
201608,Southwark,Other Notifiable Offences,Other Notifiable,43
201608,Southwark,Robbery,Business Property,3
201608,Southwark,Robbery,Personal Property,103
201608,Southwark,Sexual Offences,Other Sexual,25
201608,Southwark,Sexual Offences,Rape,19
201608,Southwark,Theft & Handling,Handling Stolen Goods,2
201608,Southwark,Theft & Handling,Motor Vehicle Interference & Tampering,32
